user_country,location_selected,protocol,date,time_to_connect,download_speed,latency
FR,France - Paris - 1,udp,2018-02-18,72,15873.2,409
FR,France - Paris - 1,tcp,2018-02-18,24,23727.2,226
GB,UK - London,udp,2018-02-18,53,1310.4,3127
GB,UK - London,udp,2018-02-18,129,21064.4,292
FR,France - Paris - 1,udp,2018-02-18,12,46289.6,25
GB,UK - London,udp,2018-02-18,12,111619.2,62
FR,France - Paris - 1,udp,2018-02-18,343,4838.4,
FR,France - Paris - 1,udp,2018-02-18,17,144244.8,34
GB,UK - London,udp,2018-02-18,58,32911.2,
GB,UK - London,udp,2018-02-18,24,56254.8,79
DE,UK - London,udp,2018-02-18,80,16164.4,487
FR,France - Paris - 1,udp,2018-02-18,40,38662.4,173
FR,France - Paris - 1,udp,2018-02-18,42,38231.2,197
FR,France - Paris - 1,udp,2018-02-18,37,43752.8,171
FR,France - Paris - 1,udp,2018-02-18,28,17808,134
FR,France - Paris - 1,udp,2018-02-18,26,36806,122
FR,France - Paris - 1,udp,2018-02-18,26,61082,116
GB,UK - London,udp,2018-02-18,36,71226.4,76
GB,UK - London,udp,2018-02-18,12,177679.6,32
DE,Germany - Nuremberg,udp,2018-02-18,17,95471.6,30
FR,UK - London,udp,2018-02-18,58,17211.6,83
GB,UK - London,udp,2018-02-08,355,27051.512,193
FR,France - Paris - 1,udp,2018-02-12,257,31432.8,141
FR,UK - London,udp,2018-02-12,153,47820,84
FR,France - Paris - 1,udp,2018-02-17,,,
FR,France - Paris - 1,udp,2018-02-17,455,23321.3688,246
DE,Germany - Nuremberg,udp,2018-02-18,80,30968,
FR,France - Paris - 1,udp,2018-02-18,1231,2788.8,
DE,Germany - Nuremberg,udp,2018-02-18,292,9402.4,
GB,France - Paris - 1,udp,2018-02-18,77,44049.6,
FR,France - Paris - 1,udp,2018-02-18,86,21562.8,
GB,France - Paris - 1,udp,2018-02-18,32,63268.8,
FR,France - Paris - 1,udp,2018-02-18,97,26076.4,
FR,France - Paris - 1,udp,2018-02-18,266,27776,
FR,France - Paris - 1,udp,2018-02-18,44,58903.6,
FR,France - Paris - 1,udp,2018-02-18,32,55137.6,
FR,France - Paris - 1,udp,2018-02-18,94,10180.8,234
FR,Germany - Nuremberg,udp,2018-02-18,36,26502,
FR,France - Paris - 1,udp,2018-02-18,27,20692,56
FR,France - Paris - 1,udp,2018-02-18,12,189540.4,23
FR,France - Paris - 1,udp,2018-02-18,17,74516.4,43
GB,UK - London,udp,2018-02-18,41,46796.4,141
FR,France - Paris - 1,udp,2018-02-18,57,32807.6,187
GB,UK - London,udp,2018-02-18,13,113394.4,67
GB,UK - London,udp,2018-02-18,24,80147.2,74
GB,UK - London,tcp,2018-02-18,66,25222.4,250
GB,UK - London,udp,2018-02-18,39,51836.4,128
GB,UK - London,udp,2018-02-18,109,26824,207
FR,France - Paris - 1,udp,2018-02-18,24,77495.6,86
FR,UK - London,udp,2018-02-18,62,10959.2,948
FR,UK - London,udp,2018-02-18,14,22411.2,46
FR,France - Paris - 1,udp,2018-02-18,50,37763.6,119
GB,UK - London,udp,2018-02-18,113,27157.2,201
GB,France - Paris - 1,udp,2018-02-18,23,79441.6,90
GB,France - Paris - 1,udp,2018-02-18,32,68835.2,86
FR,UK - London,udp,2018-02-18,149,4978.4,2148
FR,France - Paris - 1,udp,2018-02-18,41,17413.2,
GB,UK - London,udp,2018-02-18,60,54650.4,81
DE,Germany - Nuremberg,udp,2018-02-18,182,17656.8,
GB,UK - London,udp,2018-02-18,36,72954,72
FR,UK - London,tcp,2018-02-18,51,20426,261
FR,France - Paris - 1,udp,2018-02-18,19,131104.4,34
GB,UK - London,udp,2018-02-18,73,43433.6,
FR,France - Paris - 1,udp,2018-02-18,28,63025.2,115
FR,France - Paris - 1,udp,2018-02-18,30,18790.8,83
GB,UK - London,udp,2018-02-18,28,82765.2,71
FR,France - Paris - 1,udp,2018-02-18,44,51553.6,104
FR,France - Paris - 1,udp,2018-02-18,27,61474,114
FR,France - Paris - 1,udp,2018-02-18,16,26549.6,368
GB,UK - London,udp,2018-02-18,26,29178.8,311
GB,UK - London,udp,2018-02-18,28,26605.6,292
FR,France - Paris - 1,udp,2018-02-18,11,229026,23
FR,France - Paris - 1,udp,2018-02-18,34,76543.6,61
GB,UK - London,udp,2018-02-18,61,41232.8,161
FR,France - Paris - 1,udp,2018-02-18,21,72760.8,98
FR,France - Paris - 1,tcp,2018-02-18,41,33714.8,155
DE,Germany - Nuremberg,udp,2018-02-18,31,76932.8,
FR,France - Paris - 1,tcp,2018-02-18,203,7848.4,
GB,UK - London,tcp,2018-02-18,1627,9500.4,
GB,UK - London,udp,2018-02-18,58,42408.8,144
GB,France - Paris - 1,udp,2018-02-18,23,76988.8,87
FR,France - Paris - 1,tcp,2018-02-18,111,21201.6,
GB,UK - London,udp,2018-02-18,14,18183.2,138
FR,France - Paris - 1,udp,2018-02-18,30,19432,75
FR,France - Paris - 1,udp,2018-02-18,26,18342.8,87
GB,UK - London,udp,2018-02-18,99,48395.2,
FR,UK - London,udp,2018-02-18,22,20582.8,81
DE,Germany - Nuremberg,l2tp,2018-02-18,45,28058.8,287
DE,Germany - Nuremberg,udp,2018-02-18,100,50671.6,
FR,France - Paris - 1,udp,2018-02-18,50,44758,89
DE,Germany - Nuremberg,udp,2018-02-18,52,43405.6,
GB,UK - London,udp,2018-02-18,38,74250.4,68
GB,UK - London,udp,2018-02-18,89,40919.2,
DE,UK - London,udp,2018-02-18,78,28890.4,243
GB,France - Paris - 1,udp,2018-02-18,26,75048.4,87
FR,France - Paris - 1,udp,2018-02-18,25,31304,270
GB,UK - London,udp,2018-02-18,12,72156,131
FR,France - Paris - 1,udp,2018-02-18,43,16144.8,91
DE,Germany - Nuremberg,udp,2018-02-18,17,82880,53
FR,UK - London,udp,2018-02-18,12,20322.4,59
FR,France - Paris - 1,tcp,2018-02-18,132,19636.4,313
GB,France - Paris - 1,udp,2018-02-18,30,55664,123
FR,France - Paris - 1,udp,2018-02-18,83,34762,184
FR,France - Paris - 1,udp,2018-02-18,252,907.2,
GB,UK - London,udp,2018-02-18,28,65441.6,111
FR,France - Paris - 1,udp,2018-02-18,50,44016,125
GB,UK - London,udp,2018-02-18,18,67424,120
FR,France - Paris - 1,udp,2018-02-18,50,35842.8,134
GB,UK - London,udp,2018-02-18,126,7795.2,1037
FR,France - Paris - 1,udp,2018-02-18,282,3743.6,
FR,UK - London,udp,2018-02-18,30,19502,64
FR,France - Paris - 1,udp,2018-02-18,28,20414.8,56
FR,UK - London,udp,2018-02-18,84,22559.6,
FR,UK - London,udp,2018-02-18,39,20056.4,73
FR,UK - London,udp,2018-02-18,22,21235.2,56
FR,France - Paris - 1,udp,2018-02-18,31,66421.6,96
DE,Germany - Nuremberg,udp,2018-02-18,63,18365.2,
GB,UK - London,udp,2018-02-18,19,77056,88
DE,Germany - Nuremberg,udp,2018-02-18,108,24203.2,
DE,Germany - Nuremberg,udp,2018-02-18,54,17435.6,
FR,UK - London,udp,2018-02-18,113,21543.2,260
FR,UK - London,udp,2018-02-18,17,120794.8,44
FR,France - Paris - 1,udp,2018-02-18,83,29831.2,201
FR,UK - London,udp,2018-02-18,69,56730.8,102
FR,France - Paris - 1,udp,2018-02-16,74,25760.322,
GB,UK - London,udp,2018-02-18,104,56316.4,57
FR,France - Paris - 1,udp,2018-02-18,35,34344.8,
FR,France - Paris - 1,udp,2018-02-18,997,15206.8,539
GB,UK - London,udp,2018-02-18,58,24250.8,
GB,France - Paris - 1,udp,2018-02-18,81,34311.2,
GB,UK - London,tcp,2018-02-18,686,4908.4,
FR,France - Paris - 1,udp,2018-02-18,1684,2136.4,
FR,France - Paris - 1,udp,2018-02-18,11,197951.6,24
FR,France - Paris - 1,udp,2018-02-18,51,21016.8,282
FR,France - Paris - 1,udp,2018-02-18,96,12110,191
FR,Germany - Nuremberg,udp,2018-02-18,89,10584,300
FR,France - Paris - 1,udp,2018-02-18,42,36061.2,215
GB,France - Paris - 1,udp,2018-02-18,47,47160.4,118
DE,Germany - Nuremberg,udp,2018-02-18,48,39312,
FR,France - Paris - 1,udp,2018-02-18,23,85811.6,72
FR,UK - London,tcp,2018-02-18,87,12110,151
GB,UK - London,udp,2018-02-18,20,101155.6,50
GB,UK - London,udp,2018-02-18,80,23690.8,370
GB,UK - London,udp,2018-02-18,36,59301.2,111
FR,France - Paris - 1,udp,2018-02-18,18,125972,38
GB,France - Paris - 1,udp,2018-02-18,55,45572.8,91
GB,UK - London,udp,2018-02-18,56,63151.2,85
FR,France - Paris - 1,tcp,2018-02-18,149,14263.2,410
FR,France - Paris - 1,udp,2018-02-18,33,59528,114
GB,UK - London,udp,2018-02-18,18,31494.4,35
GB,UK - London,tcp,2018-02-18,340,15456,
FR,UK - London,udp,2018-02-18,33,19586,80
FR,France - Paris - 1,udp,2018-02-18,7809,1710.8,
GB,UK - London,udp,2018-02-18,36,31586.8,267
GB,UK - London,udp,2018-02-18,29,56742,61
GB,UK - London,udp,2018-02-18,97,28117.6,189
DE,Germany - Nuremberg,udp,2018-02-18,49,45978.8,
GB,UK - London,udp,2018-02-18,26,73752,87
GB,UK - London,udp,2018-02-18,21,114094.4,51
GB,UK - London,udp,2018-02-18,29,77428.4,63
FR,France - Paris - 1,l2tp,2018-02-18,50,9018.8,1220
FR,France - Paris - 1,udp,2018-02-18,27,18552.8,103
DE,Germany - Nuremberg,udp,2018-02-18,94,18869.2,
FR,France - Paris - 1,udp,2018-02-18,98,11477.2,206
FR,France - Paris - 1,tcp,2018-02-18,42,30576,167
GB,France - Paris - 1,udp,2018-02-18,106,13748,
GB,UK - London,udp,2018-02-18,55,39172,178
GB,France - Paris - 1,udp,2018-02-18,35,68978,78
FR,France - Paris - 1,udp,2018-02-18,96,11572.4,194
GB,UK - London,udp,2018-02-18,60,40255.6,146
FR,UK - London,udp,2018-02-18,52,21324.8,405
GB,France - Paris - 1,udp,2018-02-18,55,38161.2,157
DE,Germany - Nuremberg,udp,2018-02-18,10,72959.6,94
DE,Germany - Nuremberg,udp,2018-02-18,19,96479.6,34
GB,UK - London,udp,2018-02-18,15,149371.6,35
FR,France - Paris - 1,udp,2018-02-18,142,12670,206
DE,Germany - Nuremberg,udp,2018-02-18,21,82896.8,47
GB,UK - London,udp,2018-02-18,34,62641.6,107
FR,France - Paris - 1,udp,2018-02-18,123,10830.4,
FR,France - Paris - 1,l2tp,2018-02-18,35,70347.2,83
FR,France - Paris - 1,udp,2018-02-18,31,37167.2,
GB,UK - London,udp,2018-02-18,17,127579.2,30
GB,UK - London,udp,2018-02-18,29,99195.6,53
FR,France - Paris - 1,udp,2018-02-18,69,27574.4,
FR,France - Paris - 1,udp,2018-02-18,0,0,0
FR,Germany - Nuremberg,udp,2018-02-18,13,19910.8,67
FR,France - Paris - 1,udp,2018-02-18,37,73670.8,66
FR,France - Paris - 1,udp,2018-02-18,33,59102.4,106
FR,UK - London,udp,2018-02-18,69,11054.4,939
GB,UK - London,udp,2018-02-18,99,38250.8,101
GB,UK - London,udp,2018-02-18,16,97885.2,72
GB,France - Paris - 1,udp,2018-02-18,39,66015.6,72
GB,UK - London,udp,2018-02-18,22,104440,50
GB,UK - London,udp,2018-02-18,112,22064,257
FR,France - Paris - 1,udp,2018-02-18,220,8873.2,
GB,UK - London,udp,2018-02-18,13,111910.4,39
FR,France - Paris - 1,udp,2018-02-18,69,36391.6,140
GB,UK - London,udp,2018-02-18,31,86259.6,60
GB,UK - London,udp,2018-02-18,13,93352,92
GB,UK - London,udp,2018-02-18,63,22752.8,313
GB,UK - London,udp,2018-02-18,20,10340.4,977
FR,France - Paris - 1,udp,2018-02-18,12,193085.2,25
FR,France - Paris - 1,tcp,2018-02-18,26,61404,77
FR,UK - London,udp,2018-02-18,52,21369.6,434
FR,France - Paris - 1,udp,2018-02-18,27,19955.6,74
GB,UK - London,udp,2018-02-18,47,37948.4,213
FR,UK - London,udp,2018-02-18,124,6258,1657
FR,France - Paris - 1,udp,2018-02-18,63,13210.4,685
GB,UK - London,udp,2018-02-18,21,114024.4,42
GB,UK - London,udp,2018-02-18,16,107853.2,66
FR,France - Paris - 1,udp,2018-02-18,90,9116.8,398
FR,France - Paris - 1,l2tp,2018-02-18,94,3925.6,2676
GB,UK - London,udp,2018-02-18,156,17995.6,233
FR,France - Paris - 1,udp,2018-02-18,29,81345.6,63
DE,Germany - Nuremberg,udp,2018-02-18,17,94309.6,29
GB,UK - London,udp,2018-02-18,23,76230,101
FR,France - Paris - 1,udp,2018-02-18,335,840,10209
FR,France - Paris - 1,udp,2018-02-18,86,7487.2,620
GB,UK - London,udp,2018-02-18,58,22246,325
FR,France - Paris - 1,udp,2018-02-18,19,77280,33
GB,UK - London,udp,2018-02-18,145,11782.4,
FR,France - Paris - 1,udp,2018-02-10,232,30793.1195,127
GB,UK - London,udp,2018-02-15,33,55504.8,116
DE,Germany - Nuremberg,udp,2018-02-17,72,30348.9402,
FR,France - Paris - 1,udp,2018-02-17,124,25808.7628,
FR,France - Paris - 1,udp,2018-02-17,359,15826.386,
GB,UK - London,udp,2018-02-18,53,13188,
DE,Germany - Nuremberg,udp,2018-02-18,52,19068,
FR,France - Paris - 1,udp,2018-02-18,698,20087.2,379
GB,UK - London,udp,2018-02-18,19,45298.4,
FR,France - Paris - 1,udp,2018-02-18,187,3838.8,
DE,Germany - Nuremberg,udp,2018-02-18,65,63448,
FR,France - Paris - 1,udp,2018-02-18,253,13801.2,
GB,UK - London,udp,2018-02-18,15,73732.4,
GB,UK - London,udp,2018-02-18,77,33051.2,209
FR,France - Paris - 1,udp,2018-02-18,24,93175.6,57
GB,UK - London,udp,2018-02-18,56,15610,615
FR,France - Paris - 1,udp,2018-02-18,161,3656.8,3010
GB,UK - London,udp,2018-02-18,29,69154.4,103
GB,UK - London,udp,2018-02-18,48,12076.4,
FR,France - Paris - 1,udp,2018-02-18,174,13549.2,
FR,France - Paris - 1,udp,2018-02-18,189,24049.2,
FR,France - Paris - 1,udp,2018-02-18,35,72956.8,66
FR,UK - London,udp,2018-02-18,57,21546,417
FR,France - Paris - 1,udp,2018-02-18,2645,6560.4,323
DE,UK - London,udp,2018-02-18,53,48361.6,121
FR,UK - London,udp,2018-02-18,64,16069.2,548
GB,UK - London,udp,2018-02-18,191,9749.6,696
GB,UK - London,udp,2018-02-18,31,68558,77
FR,France - Paris - 1,udp,2018-02-18,32,15022,730
GB,UK - London,udp,2018-02-18,155,60888.8,66
FR,UK - London,udp,2018-02-18,89,8570.8,589
FR,France - Paris - 1,l2tp,2018-02-18,97,21002.8,322
GB,UK - London,tcp,2018-02-18,40,59592.4,114
FR,France - Paris - 1,udp,2018-02-18,251,12129.6,
GB,UK - London,udp,2018-02-18,33,75275.2,82
FR,France - Paris - 1,udp,2018-02-18,76,30671.2,179
GB,UK - London,udp,2018-02-18,29,34207.6,
FR,France - Paris - 1,udp,2018-02-18,119,6988.8,
GB,UK - London,udp,2018-02-18,1344,13350.4,107
FR,France - Paris - 1,udp,2018-02-18,65,11485.6,367
FR,UK - London,udp,2018-02-18,91,9847.6,406
FR,France - Paris - 1,udp,2018-02-18,30,39468.8,103
FR,UK - London,tcp,2018-02-18,119,11578,755
FR,France - Paris - 1,udp,2018-02-18,46,55969.2,86
FR,France - Paris - 1,udp,2018-02-18,72,23777.6,
FR,France - Paris - 1,udp,2018-02-18,118,24430,
FR,France - Paris - 1,udp,2018-02-18,144,711.2,
DE,Germany - Nuremberg,udp,2018-02-18,67,13291.6,
GB,UK - London,udp,2018-02-18,24,101544.8,53
FR,France - Paris - 1,udp,2018-02-18,64,23962.4,
DE,Germany - Nuremberg,udp,2018-02-18,42,33068,
FR,France - Paris - 1,udp,2018-02-18,96,25922.4,180
FR,France - Paris - 1,udp,2018-02-18,41,21420,
FR,France - Paris - 1,udp,2018-02-09,17,118608.6,32
GB,UK - London,udp,2018-02-09,13,37580.4,163
FR,Germany - Nuremberg,udp,2018-02-09,85,11600.6,67
DE,Germany - Nuremberg,udp,2018-02-09,62,22728.2,
FR,France - Paris - 1,udp,2018-02-09,184,13785.2,
GB,UK - London,udp,2018-02-09,15,83582.4,33
DE,Germany - Nuremberg,udp,2018-02-09,28,62561.4,56
GB,France - Paris - 1,udp,2018-02-09,34,52835.2,87
GB,UK - London,udp,2018-02-09,34,62330.4,61
FR,France - Paris - 1,udp,2018-02-09,20,104808,35
FR,France - Paris - 1,udp,2018-02-09,17,46345.2,32
GB,UK - London,udp,2018-02-09,32,26301,257
DE,Germany - Nuremberg,udp,2018-02-09,45,32351,
GB,France - Paris - 1,udp,2018-02-09,199,10788.8,470
DE,UK - London,udp,2018-02-09,29,40425,
FR,France - Paris - 1,udp,2018-02-09,39,33811.8,168
FR,UK - London,udp,2018-02-09,38,24558.6,274
FR,UK - London,udp,2018-02-09,84,8608.6,204
FR,France - Paris - 1,udp,2018-02-09,140,24494.8,104
FR,France - Paris - 1,udp,2018-02-09,44,35613.6,161
GB,UK - London,udp,2018-02-09,9,85247.8,69
FR,UK - London,tcp,2018-02-09,106,31411.6,83
GB,UK - London,udp,2018-02-09,0,0,0
GB,UK - London,udp,2018-02-09,31,46912.8,114
FR,UK - London,tcp,2018-02-09,153,5781.6,583
FR,France - Paris - 1,udp,2018-02-09,25,1713.8,55
FR,Germany - Nuremberg,udp,2018-02-09,12,22558.8,332
GB,UK - London,udp,2018-02-09,14,85019,71
FR,France - Paris - 1,udp,2018-02-09,214,1683,
FR,France - Paris - 1,udp,2018-02-09,224,11268.4,
GB,UK - London,udp,2018-02-09,14,87197,70
FR,France - Paris - 1,udp,2018-02-09,31,24129.6,314
FR,France - Paris - 1,udp,2018-02-09,89,13930.4,
FR,UK - London,udp,2018-02-09,40,34817.2,149
FR,France - Paris - 1,udp,2018-02-09,51,25128.4,174
FR,France - Paris - 1,udp,2018-02-09,20,101758.8,38
GB,UK - London,udp,2018-02-09,25,81501.2,46
FR,France - Paris - 1,tcp,2018-02-09,111,26248.2,147
GB,UK - London,udp,2018-02-09,12,45196.8,171
FR,France - Paris - 1,udp,2018-02-09,101,9647,200
DE,Germany - Nuremberg,udp,2018-02-09,68,17424,
DE,Germany - Nuremberg,udp,2018-02-09,44,19452.4,
FR,Germany - Nuremberg,udp,2018-02-09,25,10500.6,765
FR,France - Paris - 1,udp,2018-02-09,45,29429.4,188
DE,Germany - Nuremberg,udp,2018-02-09,59,15653,
GB,UK - London,udp,2018-02-09,66,32522.6,119
FR,France - Paris - 1,udp,2018-02-09,28,33444.4,79
DE,Germany - Nuremberg,udp,2018-02-09,12,115005,29
FR,France - Paris - 1,tcp,2018-02-09,29,29757.2,139
FR,UK - London,udp,2018-02-09,33,59606.8,68
DE,Germany - Nuremberg,udp,2018-02-09,91,7653.8,
FR,UK - London,udp,2018-02-09,17,71405.4,55
GB,France - Paris - 1,udp,2018-02-09,195,8452.4,613
GB,UK - London,udp,2018-02-09,13,39122.6,152
DE,Germany - Nuremberg,udp,2018-02-09,19,79679.6,39
FR,France - Paris - 1,tcp,2018-02-09,42,30465.6,77
GB,UK - London,udp,2018-02-09,12,140401.8,25
GB,UK - London,udp,2018-02-09,32,71484.6,57
FR,France - Paris - 1,udp,2018-02-09,39,58940.2,69
FR,France - Paris - 1,udp,2018-02-09,58,30907.8,157
GB,UK - London,tcp,2018-02-09,19,61173.2,44
DE,Germany - Nuremberg,udp,2018-02-09,14,107995.8,25
GB,France - Paris - 1,udp,2018-02-09,29,27357,
GB,UK - London,udp,2018-02-09,30,18020.2,441
GB,UK - London,tcp,2018-02-09,18,60946.6,54
FR,France - Paris - 1,udp,2018-02-09,72,27343.8,169
DE,Germany - Nuremberg,udp,2018-02-09,19,64504,62
DE,Germany - Nuremberg,udp,2018-02-09,28,35213.2,163
DE,Germany - Nuremberg,udp,2018-02-09,19,86515,33
GB,UK - London,udp,2018-02-09,12,70668.4,58
GB,UK - London,udp,2018-02-09,53,18977.2,109
GB,France - Paris - 1,udp,2018-02-09,53,20413.8,249
FR,France - Paris - 1,udp,2018-02-09,31,67977.8,59
GB,UK - London,udp,2018-02-09,12,139139,29
GB,UK - London,udp,2018-02-09,133,12430,
DE,Germany - Nuremberg,udp,2018-02-09,27,65687.6,
FR,UK - London,udp,2018-02-09,39,35006.4,159
GB,UK - London,udp,2018-02-09,12,134948,28
FR,UK - London,tcp,2018-02-09,77,22605,158
FR,UK - London,udp,2018-02-09,34,54307,77
GB,France - Paris - 1,udp,2018-02-09,163,26391.2,127
FR,France - Paris - 1,udp,2018-02-09,76,33787.6,123
FR,France - Paris - 1,udp,2018-02-09,58,23828.2,190
DE,Germany - Nuremberg,udp,2018-02-09,31,30120.2,
GB,France - Paris - 1,udp,2018-02-09,45,18574.6,338
FR,UK - London,udp,2018-02-09,35,62407.4,58
GB,France - Paris - 1,udp,2018-02-08,555,17982.4286,301
GB,UK - London,udp,2018-02-08,144,48959.3966,79
DE,Germany - Nuremberg,udp,2018-02-09,40,7693.4,
DE,UK - London,udp,2018-02-09,130,12944.8,
FR,France - Paris - 1,udp,2018-02-09,116,7563.6,
FR,France - Paris - 1,udp,2018-02-09,104,14260.4,
GB,UK - London,udp,2018-02-09,441,15802.6,
FR,France - Paris - 1,tcp,2018-02-09,76,26050.2,167
FR,UK - London,udp,2018-02-09,89,7884.8,421
GB,UK - London,udp,2018-02-09,15,109843.8,37
GB,UK - London,udp,2018-02-09,10,83316.2,79
FR,France - Paris - 1,udp,2018-02-09,40,56905.2,70
FR,France - Paris - 1,udp,2018-02-09,46,26565,176
GB,UK - London,tcp,2018-02-09,94,62832,47
DE,Germany - Nuremberg,udp,2018-02-09,52,25476,
GB,UK - London,udp,2018-02-09,114,10267.4,469
FR,Germany - Nuremberg,udp,2018-02-09,10,127085.2,21
GB,UK - London,udp,2018-02-09,14,118258.8,34
GB,UK - London,udp,2018-02-09,12,44723.8,173
FR,France - Paris - 1,udp,2018-02-09,36,57050.4,74
FR,France - Paris - 1,udp,2018-02-09,92,7370,967
FR,France - Paris - 1,udp,2018-02-09,69,9704.2,
DE,Germany - Nuremberg,udp,2018-02-09,82,26199.8,
GB,France - Paris - 1,udp,2018-02-09,2872,2816,
GB,UK - London,udp,2018-02-09,28,68120.8,55
GB,UK - London,udp,2018-02-09,25,59512.2,84
FR,France - Paris - 1,udp,2018-02-09,63,13464,
GB,France - Paris - 1,udp,2018-02-09,145,3865.4,
DE,Germany - Nuremberg,udp,2018-02-09,27,68959,43
GB,UK - London,l2tp,2018-02-09,21,92307.6,43
FR,France - Paris - 1,udp,2018-02-09,55,11539,186
FR,France - Paris - 1,udp,2018-02-09,133,13857.8,
GB,UK - London,tcp,2018-02-09,87,36410,104
FR,France - Paris - 1,udp,2018-02-09,119,13906.2,
GB,UK - London,udp,2018-02-09,48,42130,
FR,France - Paris - 1,udp,2018-02-09,31,26620,84
DE,Germany - Nuremberg,udp,2018-02-09,101,35123,
GB,UK - London,udp,2018-02-09,25,84788,46
FR,France - Paris - 1,udp,2018-02-09,367,1705,4600
FR,France - Paris - 1,udp,2018-02-09,61,32210.2,126
GB,UK - London,udp,2018-02-09,19,85316,67
GB,UK - London,udp,2018-02-09,28,36339.6,65
DE,UK - London,udp,2018-02-09,62,5654,1492
FR,UK - London,udp,2018-02-09,30,19184,125
GB,UK - London,udp,2018-02-09,42,15994,
GB,UK - London,udp,2018-02-09,13,105912.4,26
DE,UK - London,udp,2018-02-09,43,45680.8,88
FR,France - Paris - 1,udp,2018-02-09,28,12201.2,503
DE,Germany - Nuremberg,udp,2018-02-09,30,59397.8,68
FR,France - Paris - 1,udp,2018-02-09,53,21555.6,309
FR,UK - London,l2tp,2018-02-09,80,16368,368
DE,Germany - Nuremberg,tcp,2018-02-09,1237,1260.6,
GB,UK - London,udp,2018-02-09,78,17186.4,
GB,UK - London,udp,2018-02-09,47,43278.4,107
FR,France - Paris - 1,tcp,2018-02-09,64,13871,180
GB,France - Paris - 1,udp,2018-02-09,43,40543.8,110
FR,France - Paris - 1,udp,2018-02-09,40,41386.4,121
GB,UK - London,udp,2018-02-09,13,133672,33
FR,France - Paris - 1,udp,2018-02-09,44,29444.8,139
FR,UK - London,tcp,2018-02-09,29,29295.2,103
FR,France - Paris - 1,udp,2018-02-09,37,61322.8,65
FR,UK - London,udp,2018-02-09,83,8731.8,943
FR,France - Paris - 1,udp,2018-02-09,188,13558.6,420
FR,France - Paris - 1,udp,2018-02-09,38,48103,114
FR,France - Paris - 1,udp,2018-02-09,24,89271.6,42
FR,France - Paris - 1,udp,2018-02-09,53,33948.2,128
DE,Germany - Nuremberg,udp,2018-02-09,24,67575.2,53
FR,France - Paris - 1,l2tp,2018-02-09,29,46684,115
FR,France - Paris - 1,udp,2018-02-09,31,45984.4,117
FR,France - Paris - 1,udp,2018-02-08,77,16478.3816,
GB,France - Paris - 1,udp,2018-02-08,,,
DE,Germany - Nuremberg,udp,2018-02-08,280,14287.3798,
FR,France - Paris - 1,udp,2018-02-09,334,15419.8,
FR,France - Paris - 1,udp,2018-02-09,91,13664.2,
GB,UK - London,udp,2018-02-09,45,24574,
DE,Germany - Nuremberg,udp,2018-02-09,8883,1652.2,
DE,Germany - Nuremberg,udp,2018-02-09,288,28463.6,
DE,Germany - Nuremberg,udp,2018-02-09,42,29944.2,
FR,Germany - Nuremberg,udp,2018-02-09,317,22798.6,
FR,France - Paris - 1,udp,2018-02-09,45,43938.4,92
GB,UK - London,udp,2018-02-09,20,71167.8,83
DE,Germany - Nuremberg,udp,2018-02-09,601,378.4,
GB,UK - London,udp,2018-02-09,35,29537.2,
GB,UK - London,udp,2018-02-09,100,13316.6,554
FR,UK - London,udp,2018-02-09,51,37411,111
GB,UK - London,udp,2018-02-09,103,20739.4,214
GB,UK - London,udp,2018-02-09,23,89058.2,42
GB,UK - London,udp,2018-02-09,0,0,0
FR,France - Paris - 1,udp,2018-02-09,65,9776.8,142
GB,France - Paris - 1,udp,2018-02-09,67,30771.4,
FR,France - Paris - 1,tcp,2018-02-09,25,24481.6,204
FR,France - Paris - 1,udp,2018-02-09,9,195001.4,19
GB,France - Paris - 1,udp,2018-02-09,26,42941.8,81
GB,UK - London,udp,2018-02-09,45,41817.6,104
GB,UK - London,tcp,2018-02-09,46,32674.4,97
DE,Germany - Nuremberg,udp,2018-02-09,64,28017,
GB,France - Paris - 1,udp,2018-02-09,371,9829.6,
GB,UK - London,udp,2018-02-09,34,14707,356
FR,France - Paris - 1,udp,2018-02-09,49,5165.6,
FR,France - Paris - 1,udp,2018-02-09,292,16922.4,
GB,UK - London,udp,2018-02-09,19,88314.6,44
FR,UK - London,udp,2018-02-09,29,42330.2,90
DE,Germany - Nuremberg,tcp,2018-02-09,20,58537.6,36
FR,Germany - Nuremberg,tcp,2018-02-09,236,15081,
FR,France - Paris - 1,tcp,2018-02-09,76,18854,226
FR,France - Paris - 1,udp,2018-02-09,31,61648.4,72
FR,France - Paris - 1,tcp,2018-02-09,27,16442.8,418
FR,UK - London,udp,2018-02-09,25,73301.8,66
FR,France - Paris - 1,udp,2018-02-09,67,26793.8,165
FR,France - Paris - 1,udp,2018-02-09,19,22440,233
FR,France - Paris - 1,udp,2018-02-09,53,2039.4,
FR,UK - London,udp,2018-02-09,124,7009.2,
FR,France - Paris - 1,tcp,2018-02-09,44,60033.6,50
GB,UK - London,udp,2018-02-09,52,26208.6,206
FR,France - Paris - 1,udp,2018-02-09,16,122093.4,30
FR,France - Paris - 1,udp,2018-02-09,10,116824.4,50
FR,France - Paris - 1,udp,2018-02-09,113,14599.2,
DE,Germany - Nuremberg,udp,2018-02-09,19,64055.2,60
GB,UK - London,udp,2018-02-09,13,127012.6,34
FR,France - Paris - 1,tcp,2018-02-09,38,11407,169
FR,France - Paris - 1,udp,2018-02-09,16,124667.4,29
